Минотор-Сервис УП,Minotor-Service UP,Минск,Беларусь,Minsk,Belarus,Стенд: 2E1-1,Stand: 2E1-1
МИНПРОМЭНЕРГО Чувашии,Ministry of Industry and Energy of Chuvashia,,Россия,,Russia,Стенд: 3B2-1,Stand: 3B2-1
"Минский завод колёсных тягачей (VOLAT), ОАО","Minsk Plant of Wheel Tractors (VOLAT), OJSC",Минск,Беларусь,Minsk,Belarus,Стенд: 2D2-2,Stand: 2D2-2
Мираторг,Miratorg,Домодедово,Россия,Domodedovo,Russia,Стенд: 4D5,Stand: 4D5
МИРЭА - Российский технологический университет,MIREA - Russian Technological University,Москва,Россия,Moscow,Russia,Стенд: 4E4-1,Stand: 4E4-1
МИЭА,MIEA,Москва,Россия,Moscow,Russia,Стенд: 4O1,Stand: 4O1
"МК «Витязь», АО","MK ""Vityaz"", JSC",Ишимбай,Россия,Ishimbay,Russia,Стенд: 3O2,Stand: 3O2
МКБ «Искра»,"MKB ""Iskra""",Москва,Россия,Moscow,Russia,Стенд: Демоцентр,Stand: Democenter
"МКБ «Факел, АО",MKB Fakel JSC,Химки,Россия,Khimki,Russia,"Стенд: 3C1, 2O5","Stand: 3C1, 2O5"
МКС ООО ПКФ,MKS OOO PKF,Ясногорск,Россия,Yasnogorsk,Russia,Стенд: 3A2-5,Stand: 3A2-5
МНИТИ,MNITI,Москва,Россия,Moscow,Russia,,
"МНПК «Авионика», АО",MNPK Avionika JSC,Москва,Россия,Moscow,Russia,Стенд: 2E2-1,Stand: 2E2-1
Моготекс,Mogotex,Могилев,Беларусь,Mogilev,Belarus,Стенд: 2B2-1,Stand: 2B2-1
МОКБ «Марс»,"MOKB ""Mars""",Москва,Россия,Moscow,Russia,Стенд: 3D1,Stand: 3D1
"Молот армз, ООО","Molot armz, OOO",Москва,Россия,Moscow,Russia,Стенд: 2B2-3,Stand: 2B2-3
"Молот-Оружие, ООО","Molot-Oruzhie, OOO",Вятские Поляны,Россия,Vyatskiye Polyany,Russia,Стенд: 2B2-3,Stand: 2B2-3
"Морские Комплексы и Системы, ЗАО","Marine Complexes and Systems, CJSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,"Стенд: 3F6-2, 3O19","Stand: 3F6-2, 3O19"
Московская Конфедерация промышленников и предпринимателей (работодателей),Moscow Confederation of Industrialists and Entrepreneurs (Employers),Москва,Россия,Moscow,Russia,,
Московский монетный двор,Moscow Mint,Москва,Россия,Moscow,Russia,Стенд: 2B1-3,Stand: 2B1-3
Московский технический университет связи и информатики,Moscow Technical University of Communications and Informatics,Москва,Россия,Moscow,Russia,Стенд: 4B3-1,Stand: 4B3-1
Московский физико-технический институт (Национальный исследовательский университет),Moscow Institute of Physics and Technology (National Research University),Долгопрудный,Россия,Dolgoprudny,Russia,Стенд: 3C2,Stand: 3C2
"Моснейро, ООО","Mosneiro, OOO",,Россия,,Russia,Стенд: 4A2-4,Stand: 4A2-4
"МУФТЫ НСК, ООО","COUPLINGS NSK, OOO",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 3A5-2,Stand: 3A5-2
МФА ТЕХ,MFA TECH,Москва,Россия,Moscow,Russia,Стенд: 1B9,Stand: 1B9
МЧС России,Russian Emergency Situations Ministry,Москва,Россия,Moscow,Russia,Стенд: 5D1,Stand: 5D1
МЧС России по Удмуртской Республике,EMERCOM of Russia in the Udmurt Republic,,Россия,,Russia,Стенд: 5D3,Stand: 5D3
Мытищинский машиностроительный завод,Mytishchi Machine Building Plant,Мытищи,Россия,Mytishchi,Russia,Стенд: Демоцентр,Stand: Democenter
"МЭЛ, ЗАО","MEL, CJSC",Воронеж,Россия,Voronezh,Russia,Стенд: 3A4-7,Stand: 3A4-7
НавМарин,NavMarine,Москва,Россия,Moscow,Russia,Стенд: 3F8-1,Stand: 3F8-1
НАО «Металл Инвест»,"NJSC ""Metal Invest""",Москва,Россия,Moscow,Russia,Стенд: 3F1-1,Stand: 3F1-1
НАСК,NASK,Москва,Россия,Moscow,Russia,Стенд: 4O2,Stand: 4O2
"НАТЕКС-Спецтелеком, ООО","NATEKS-Spectelecom, OOO",Москва,Россия,Moscow,Russia,,
"Научно-исследовательский инженерный институт, АО","Research Engineering Institute, JSC",Балашиха,Россия,Balashikha,Russia,Стенд: Демоцентр,Stand: Democenter
"Научно-исследовательский институт авиационного оборудования, АО","Research Institute of Aviation Equipment, JSC",Жуковский,Россия,Zhukovsky,Russia,Стенд: 4O1,Stand: 4O1
"Научно-исследовательский институт электронных вычислительных машин, ОАО","Scientific Research Institute of Electronic Computers, JSC",Минск,Беларусь,Minsk,Belarus,Стенд: 2D1,Stand: 2D1
"Научно-производственное объединение «Марс», АО","Research and Production Association ""Mars"", JSC",Ульяновск,Россия,Ulyanovsk,Russia,Стенд: 3C7,Stand: 3C7
"НАУЧНО-ПРОИЗВОДСТВЕННЫЙ ЦЕНТР «СПЕЦИАЛИЗИРОВАННЫЕ ПРИБОРЫ И СИСТЕМЫ», НЕПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО","SCIENTIFIC AND PRODUCTION CENTER ""SPECIALIZED DEVICES AND SYSTEMS"", NON-PUBLIC JOINT-STOCK COMPANY",Москва,Россия,Moscow,Russia,,
"Научный центр «СТК», ООО (Группа компаний TSMGROUP)","Scientific Center ""STK"", LLC (TSMGROUP Group of Companies)",Москва,Россия,Moscow,Russia,Стенд: 1O10,Stand: 1O10
Национальный исследовательский ядерный университет «МИФИ»,National Research Nuclear University MEPhI,Москва,Россия,Moscow,Russia,Стенд: 5A4-1,Stand: 5A4-1
Национальный медицинский исследовательский центр оториноларингологии ФМБА,National Medical Research Center for Otorhinolaryngology FMBA,Москва,Россия,Moscow,Russia,Стенд: 4C3,Stand: 4C3
Национальный павильон Китайской Народной Республики,National Pavilion of the People's Republic of China,,Китайская народная республика,,People's Republic of China,Стенд: 4D3,Stand: 4D3
"Национальный центр вертолетостроения им. М.Л. Миля"" и Н.И. Камова"", АО","National Center for Helicopter Engineering. M.L. Mil"" and N.I. Kamov"", JSC",,Россия,,Russia,Стенд: 1O3,Stand: 1O3
Нева Электроника,Neva Electronics,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 3A3-1,Stand: 3A3-1
Невский инструментальный завод,Nevsky Tool Plant,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 2E2-4,Stand: 2E2-4
"Невское ПКБ, АО","Nevskoe Design Bureau, JSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: Демоцентр,Stand: Democenter
Независимое военное обозрение,Independent military review,Москва,Россия,Moscow,Russia,Стенд: 1F1-6,Stand: 1F1-6
Нейрософт,Neurosoft,Иваново,Россия,Ivanovo,Russia,Стенд: 4A2-4,Stand: 4A2-4
НейроСэйф,NeuroSafe,Москва,Россия,Moscow,Russia,Стенд: 1B9,Stand: 1B9
Нефтегазопромысловый инжиниринг,Oil and gas field engineering,Москва,Россия,Moscow,Russia,Стенд: Заочно,Stand: In absentia
"НЗ 70-летия Победы, АО",NZ 70th Anniversary of Victory JSC,Нижний Новгород,Россия,Nizhny Novgorod,Russia,"Стенд: 3C1, 2O5","Stand: 3C1, 2O5"
НИ ТПУ,NI TPU,,Россия,,Russia,Стенд: 2E4-1,Stand: 2E4-1
"НИИ «ВЕКТОР», АО","Research Institute ""VECTOR"", JSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 2O2-5,Stand: 2O2-5
"НИИ МЕХАНОТРОНИКИ-АЛЬФА-НЦ, АО","Research Institute of Mechanotronics-ALFA-NC, JSC",Воронеж,Россия,Voronezh,Russia,Стенд: 3B3-3,Stand: 3B3-3
НИИ мортеплотехники,Research Institute of Marine Heat Engineering,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: Демоцентр,Stand: Democenter
"НИИ прикладной химии, АО ФНПЦ","Research Institute of Applied Chemistry, JSC Federal Scientific and Practical Center",Москва,Россия,Moscow,Russia,,
НИИ стали,Research Institute of Steel,Москва,Россия,Moscow,Russia,Стенд: 3E2-1,Stand: 3E2-1
"НИИ ТП, АО","NII TP, JSC",Москва,Россия,Moscow,Russia,Стенд: VIP 3,Stand: VIP 3
НИИ ЭКРАН,NII EKRAN,Самара,Россия,Samara,Russia,Стенд: 4O1,Stand: 4O1
НИИВК им. М.А. Карцева,NIIVK them. M.A. Kartseva,Москва,Россия,Moscow,Russia,Стенд: 1B4-3,Stand: 1B4-3
"НИИДАР, АО","NIIDAR, JSC",Москва,Россия,Moscow,Russia,Стенд: 3C8-1,Stand: 3C8-1
"НИИП имени В.В. Тихомирова, АО","NIIP named after V.V. Tikhomirova, JSC",Жуковский,Россия,Zhukovsky,Russia,"Стенд: 3C1, 2O5","Stand: 3C1, 2O5"
"НИИССУ, АО","NIISSU, JSC",Москва,Россия,Moscow,Russia,Стенд: 2C6,Stand: 2C6
НИИЭВМ,NIIEVM,,Россия,,Russia,Стенд: 2D1,Stand: 2D1
НИКИРЭТ - филиал АО «ФНПЦ «ПО «Старт» им. М.В. Проценко»,"NIKIRET - branch of JSC ""FSPC"" PO ""Start"" them. M.V. Protsenko""",Заречный,Россия,Zarechny,Russia,,
"НИКОЛЬ, ООО","NIKOL, OOO",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: Заочно,Stand: In absentia
"НИМИ им. В.В. Бахирева, АО","NIMI them. V.V. Bakhireva, JSC",Москва,Россия,Moscow,Russia,Стенд: Демоцентр,Stand: Democenter
"НИПК «Электрон», АО","NIPC Electron, JSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 5С3,Stand: 5S3
НИУ «МЭИ»,"National Research University ""MPEI""",Москва,Россия,Moscow,Russia,Стенд: 4D7-1,Stand: 4D7-1
"ННИИРТ, АО",NNIIRT JSC,Нижний Новгород,Россия,Nizhny Novgorod,Russia,"Стенд: 3C1, 2O5","Stand: 3C1, 2O5"
Новатор,Innovator,Екатеринбург,Россия,Yekaterinburg,Russia,"Стенд: 3C1, 2O5","Stand: 3C1, 2O5"
Новая Эра Телеком,New Era Telecom,Москва,Россия,Moscow,Russia,Стенд: 1B9,Stand: 1B9
"Новая ЭРА, АО",New ERA JSC,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 3B7-1,Stand: 3B7-1
НОВИКОМБАНК,NOVIKOMBANK,Москва,Россия,Moscow,Russia,"Стенд: 2C2, 5A4-3","Stand: 2C2, 5A4-3"
Новосибирский завод искусственного волокна,Novosibirsk Plant of Artificial Fiber,Искитим,Россия,Iskitim,Russia,Стенд: Демоцентр,Stand: Democenter
НОВОСИБИРСКИЙ ПАТРОННЫЙ ЗАВОД,NOVOSIBIRSK CARTRIDGE PLANT,Новосибирск,Россия,Novosibirsk,Russia,Стенд: 2A5-1,Stand: 2A5-1
"Новый оборонный заказ. Стратегии, журнал","New defense order. Strategies, magazine",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 1F1-7,Stand: 1F1-7
Норгау Руссланд,Norgau Russland,Москва,Россия,Moscow,Russia,Стенд: 1E7-2,Stand: 1E7-2
"НПК «ВТ и СС», АО","NPK ""VT i SS"", JSC",Москва,Россия,Moscow,Russia,Стенд: 1C4,Stand: 1C4
"НПК «Дедал», АО","NPK ""Dedal"", JSC",Дубна,Россия,Dubna,Russia,,
"НПК «Диагностика», ООО","NPK ""Diagnostics"", LLC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 1A4-4,Stand: 1A4-4
"НПК «КБМ», АО","NPK KBM, JSC",Коломна,Россия,Kolomna,Russia,Стенд: 3O1,Stand: 3O1
"НПК «Контакт», ООО","NPK ""Contact"", LLC",Минск,Беларусь,Minsk,Belarus,Стенд: 1A4-1,Stand: 1A4-1
"НПК ДЕСТЕН, ООО","NPK DESTEN, OOO",Москва,Россия,Moscow,Russia,,
НПО «Алмаз»,NPO Almaz,Москва,Россия,Moscow,Russia,"Стенд: 3C1, 2O5","Stand: 3C1, 2O5"
"НПО «Базальт», АО","NPO ""Basalt"", JSC",Москва,Россия,Moscow,Russia,,
"НПО «Импульс», АО","NPO ""Impulse"", JSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 2C6,Stand: 2C6
"НПО «Квант», АО","NPO Kvant, JSC",Великий Новгород,Россия,Veliky Novgorod,Russia,Стенд: 4O1,Stand: 4O1
"НПО «Курганприбор», АО","NPO ""Kurganpribor"", JSC",Курган,Россия,Kurgan,Russia,Стенд: 2D4-1,Stand: 2D4-1
"НПО «Луч», АО","NPO Luch, JSC",Новосибирск,Россия,Novosibirsk,Russia,Стенд: 1D4,Stand: 1D4
"НПО «МАГНЕТОН», АО","NPO ""MAGNETON"", JSC",Владимир,Россия,Vladimir,Russia,Стенд: 3F4-2,Stand: 3F4-2
"НПО «Микроген», АО","NPO Microgen, JSC",Москва,Россия,Moscow,Russia,Стенд: 4A2-6,Stand: 4A2-6
"НПО «Прибор» имени С.С. Голембиовского, АО","NPO ""Pribor"" named after S.S. Golembiovsky, JSC",Москва,Россия,Moscow,Russia,Стенд: Демоцентр,Stand: Democenter
"НПО «Радиоэлектроника» им. В.И. Шимко», АО","NPO ""Radioelectronics"" them. IN AND. Shimko JSC",Казань,Россия,Kazan,Russia,Стенд: 4O1,Stand: 4O1
НПО «РИТ»,"NPO ""RIT""",Тверь,Россия,Tver,Russia,Стенд: 1F2-1,Stand: 1F2-1
"НПО «СЕНСОР», АО","NPO ""SENSOR"", JSC",,Россия,,Russia,Стенд: 5E1-22,Stand: 5E1-22
НПО «Стрела»,"NPO ""Strela""",Тула,Россия,Tula,Russia,"Стенд: 3C1, 2O5, 3F7-2","Stand: 3C1, 2O5, 3F7-2"
"НПО «Техномаш» им. С.А. Афанасьева, АО","NPO ""Tekhnomash"" them. S.A. Afanasiev, JSC",Москва,Россия,Moscow,Russia,Стенд: VIP 3,Stand: VIP 3
"НПО «Электромашина», АО","NPO Elektromashina, JSC",Челябинск,Россия,Chelyabinsk,Russia,Стенд: 3O2,Stand: 3O2
НПО «ЭРГА»,"NPO ""ERGA""",Калуга,Россия,Kaluga,Russia,Стенд: 2B5-3,Stand: 2B5-3
"НПО «Эшелон», АО","NPO ""Echelon"", JSC",Москва,Россия,Moscow,Russia,Стенд: 1F3-8,Stand: 1F3-8
НПО Ангстрем,NPO Angstrem,,Россия,,Russia,Стенд: 1B1-1,Stand: 1B1-1
"НПО Завод «Волна», АО","NPO Zavod ""Volna"", JSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 1E8,Stand: 1E8
НПО Лавочкина,NPO Lavochkin,Химки,Россия,Khimki,Russia,Стенд: VIP 3,Stand: VIP 3
"НПО ССК, ООО","NPO SSK, OOO",Москва,Россия,Moscow,Russia,Стенд: 1F4-1,Stand: 1F4-1
"НПП ""Орт"", ООО","NPP ""Ort"", OOO",Воронеж,Россия,Voronezh,Russia,Стенд: 5E1-12,Stand: 5E1-12
"НПП «Алмаз», АО","NPP ""Almaz"", JSC",Саратов,Россия,Saratov,Russia,Стенд: 2C6,Stand: 2C6
"НПП «Ангарные системы», ООО","NPP Angarnye sistemy, LLC",Челябинск,Россия,Chelyabinsk,Russia,Стенд: 3O14,Stand: 3O14
НПП «Доза»,NPP Doza,Зеленоград,Россия,Zelenograd,Russia,Стенд: 2A5-2,Stand: 2A5-2
"НПП «Звукотехника», АО","NPP ""Zvukotekhnika"", JSC",Муром,Россия,Murom,Russia,Стенд: 3A1-3,Stand: 3A1-3
"НПП «Измеритель», АО",NPP Izmeritel JSC,Смоленск,Россия,Smolensk,Russia,Стенд: 4O1,Stand: 4O1
НПП «ИНТЕРОКО»,"NPP ""INTEROKO""",Лыткарино,Россия,Lytkarino,Russia,Стенд: 5С3,Stand: 5S3
"НПП «Краснознамёнец», АО",NPP Krasnoznamenets JSC,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: Демоцентр,Stand: Democenter
"НПП «Кузбассрадио», АО",NPP Kuzbassradio JSC,Белово,Россия,Belovo,Russia,Стенд: 3A2-2,Stand: 3A2-2
"НПП «МЕТА», ЗАО","NPP ""META"", CJSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 5E1-19,Stand: 5E1-19
"НПП «Оптон», ООО","NPP Opton, LLC",Москва,Россия,Moscow,Russia,Стенд: 1E7-1,Stand: 1E7-1
"НПП «Полет», АО",NPP Polet JSC,Нижний Новгород,Россия,Nizhny Novgorod,Russia,Стенд: 2C6,Stand: 2C6
"НПП «Полигон», АО г.Уфа","NPP ""Polygon"", JSC Ufa",Уфа,Россия,Ufa,Russia,Стенд: 1A7-4,Stand: 1A7-4
НПП «ПРИМА»,"NPP ""PRIMA""",Нижний Новгород,Россия,Nizhny Novgorod,Russia,Стенд: 1D2-1,Stand: 1D2-1
"НПП «Радар ммс», АО","NPP ""Radar mms"", JSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 1C1,Stand: 1C1
"НПП «Радиосвязь», АО","NPP ""Radiosvyaz"", JSC",Красноярск,Россия,Krasnoyarsk,Russia,Стенд: 2C6,Stand: 2C6
"НПП «Рубин», АО",NPP Rubin JSC,Пенза,Россия,Penza,Russia,Стенд: Демоцентр,Stand: Democenter
"НПП «РУСБАЛ», АО","NPP ""RUSBAL"", JSC",Москва,Россия,Moscow,Russia,Стенд: 3O7,Stand: 3O7
"НПП «Салют», АО",NPP Salyut JSC,Москва,Россия,Moscow,Russia,Стенд: 3F7-3,Stand: 3F7-3
"НПП «Салют», АО",NPP Salyut JSC,Нижний Новгород,Россия,Nizhny Novgorod,Russia,Стенд: 2C6,Stand: 2C6
"НПП «Томилинский электронный завод», ООО","NPP ""Tomilinsky electronic plant"", LLC",Люберцы,Россия,Lyubertsy,Russia,Стенд: 2B8-3,Stand: 2B8-3
"НПП «ЭЛТОМ», АО","NPP ""ELTOM"", JSC",Люберцы,Россия,Lyubertsy,Russia,Стенд: 4O1,Stand: 4O1
НПП Исток им. Шокина,NPP Istok im. Shokin,,Россия,,Russia,"Стенд: 2C6, 2O15","Stand: 2C6, 2O15"
"НПФ «Меридиан», АО","NPF ""Meridian"", JSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 3C7,Stand: 3C7
"НПФ «Сигма», АО","NPF ""Sigma"", JSC",Калуга,Россия,Kaluga,Russia,Стенд: 1A4-5,Stand: 1A4-5
НПФ ОРТ,NPF ORT,Санкт-Петербург,Россия,Saint-Petersburg,Russia,,
"НПФ Эволюция, АО","NPF Evolution, JSC",,Россия,,Russia,Стенд: 4E5-8,Stand: 4E5-8
НПЦ «Вигстар»,"SPC ""Vigstar""",Москва,Россия,Moscow,Russia,Стенд: 2O2-3,Stand: 2O2-3
НПЦ «МитиноПрибор»,"SPC ""MitinoPribor""",Москва,Россия,Moscow,Russia,Стенд: Заочно,Stand: In absentia
"НПЦ «Штандарт», ООО","SPC Shtandart, LLC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 1A6-2,Stand: 1A6-2
"НПЦ Спецнефтьпродукт, АО",NPC Spetsneftprodukt JSC,Москва,Россия,Moscow,Russia,Стенд: Заочно,Stand: In absentia
"НПЦАП им. академика Н.А. Пилюгина, АО",NPTsAP them. Academician N.A. Pilyugina JSC,Москва,Россия,Moscow,Russia,Стенд: VIP 3,Stand: VIP 3
НСГ,NSG,Москва,Россия,Moscow,Russia,,
"НТИ «Радиосвязь», АО","NTI ""Radiosvyaz"", JSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 1E8,Stand: 1E8
"НТЛ «Нэкст Техника», ЗАО","NTL ""Next Technika"", CJSC",,Россия,,Russia,,
НТЦ «Охрана»,"STC ""Protection""",Москва,Россия,Moscow,Russia,"Стенд: VIP 3, 1O11","Stand: VIP 3, 1O11"
"НТЦ «СИСТЭМ», ООО","STC ""SYSTEM"", LLC",Воронеж,Россия,Voronezh,Russia,Стенд: 3B3-3,Stand: 3B3-3
"НТЦ «ЭНЭКСИС», ООО","STC ENEXIS, LLC",Москва,Россия,Moscow,Russia,Стенд: 2O10,Stand: 2O10
НТЦ АКТОР,STC AKTOR,Москва,Россия,Moscow,Russia,Стенд: 1B9,Stand: 1B9
НТЦ Амплитуда,NTC Amplitude,Москва,Россия,Moscow,Russia,,
"НТЦ ЗМКС, ООО","NTC ZMKS, OOO",Москва,Россия,Moscow,Russia,Стенд: 3C4-1,Stand: 3C4-1
"НТЦ Курс, ООО","NTC Kurs, OOO",Раменское,Россия,Ramenskoye,Russia,Стенд: 3F4-1,Stand: 3F4-1
"НТЦ ЭЛИНС, АО",STC ELINS JSC,,Россия,,Russia,Стенд: 1D1,Stand: 1D1
"ОАК, ПАО","UAC, PAO",Москва,Россия,Moscow,Russia,Стенд: Демоцентр,Stand: Democenter
"Оборонлогистика, ООО","Oboronlogistika, OOO",Москва,Россия,Moscow,Russia,Стенд: 4C2-1,Stand: 4C2-1
"Обуховский завод, АО","Obukhov plant, JSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,"Стенд: 3C1, 2O5","Stand: 3C1, 2O5"
Общество с ограниченной ответственностью «Военно-промышленная компания» (ООО «ВПК»),"Limited Liability Company ""Military Industrial Company"" (LLC ""VPK"")",Москва,Россия,Moscow,Russia,Стенд: 1O5,Stand: 1O5
"Объединенная промышленная редакция, (ОПР)","United Industrial Edition, (OPR)",Москва,Россия,Moscow,Russia,Стенд: 4E5-5,Stand: 4E5-5
"ОДК, АО","ODK, JSC",Москва,Россия,Moscow,Russia,Стенд: Демоцентр,Stand: Democenter
"ОЗ «Микрон», АО","OZ ""Mikron"", JSC",Великие Луки,Россия,Velikiye Luki,Russia,Стенд: 3O4,Stand: 3O4
"ОКБ «Аэрокосмические системы», АО","OKB ""Aerospace Systems"", JSC",Дубна,Россия,Dubna,Russia,Стенд: 1D2-2,Stand: 1D2-2
ОКБ «ТЕХНИКА»,"OKB ""TECHNIKA""",Москва,Россия,Moscow,Russia,Стенд: 1O4,Stand: 1O4
"ОКБ МЭИ, АО",OKB MEI JSC,Москва,Россия,Moscow,Russia,Стенд: VIP 3,Stand: VIP 3
ОКБ Факел,OKB Fakel,Калининград,Россия,Kaliningrad,Russia,Стенд: VIP 3,Stand: VIP 3
Океан Электроники,Ocean of Electronics,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 1B7-2,Stand: 1B7-2
"ОКРУГ, ООО","OKRUG, OOO",Москва,Россия,Moscow,Russia,Стенд: 2D5-1,Stand: 2D5-1
"ОКТАВА ДИЗАЙН И МАРКЕТИНГ, ООО",OCTAVA DESIGN AND MARKETING LLC,Тула,Россия,Tula,Russia,Стенд: 5С3,Stand: 5S3
"Октава, АО","Oktava, AO",Тула,Россия,Tula,Russia,Стенд: 2F2-6,Stand: 2F2-6
"ОЛИМП, ООО","OLIMP, OOO",Оренбург,Россия,Orenburg,Russia,Стенд: 3O9,Stand: 3O9
Омнимед,Omnimed,Нижний Новгород,Россия,Nizhny Novgorod,Russia,Стенд: 5О,Stand: 5O
Омсктрансмаш,Omsktransmash,Омск,Россия,Omsk,Russia,Стенд: 3O2,Stand: 3O2
"ООО ""ДВИ ЕВРОТЕХ""","LLC ""DVI EUROTECH""",Москва,Россия,Moscow,Russia,Стенд: 4B7-1,Stand: 4B7-1
ООО «ЛЕОВИТ нутрио»,"LLC ""LEOVIT nutrio""",Москва,Россия,Moscow,Russia,Стенд: 4C5,Stand: 4C5
ООО ЭПО «Сигнал»,"OOO EPO ""Signal""",Энгельс-19,Россия,Engels-19,Russia,Стенд: 3B7-2,Stand: 3B7-2
Оптиспарк,Optispark,,Россия,,Russia,Стенд: 2B8-6,Stand: 2B8-6
"Оптрон-Ставрополь, АО","Optron-Stavropol, JSC",Ставрополь,Россия,Stavropol,Russia,Стенд: 2F3-7,Stand: 2F3-7
ОРАНТА,ORANTA,Москва,Россия,Moscow,Russia,,
"ОРЕЛМЕДТЕХ, ООО","ORELMEDTEKH, OOO",Орел,Россия,Orel,Russia,Стенд: 5С2,Stand: 5S2
Орловский государственный университет им. И.С. Тургенева,Oryol State University I.S. Turgenev,Орел,Россия,Orel,Russia,Стенд: 4A1-1,Stand: 4A1-1
"ОРТУМ - МЕД, ООО","ORTUM - MED, LLC",Ижевск,Россия,Izhevsk,Russia,Стенд: 5С2,Stand: 5S2
"Оршанский авиаремонтный завод, ОАО","Orsha Aircraft Repair Plant, JSC",,Беларусь,,Belarus,Стенд: 2D1,Stand: 2D1
"ОСАТЕК, ООО","OSATEK, OOO",Москва,Россия,Moscow,Russia,Стенд: 1B2-1,Stand: 1B2-1
"ОСК, АО","USC, JSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,,
Особые решения,Special Solutions,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 2A4-4,Stand: 2A4-4
"ОСТ, ООО","OST, OOO",Москва,Россия,Moscow,Russia,Стенд: 3B6-2,Stand: 3B6-2
Отдел медицинской техники,Department of Medical Technology,Екатеринбург,Россия,Yekaterinburg,Russia,Стенд: 4A2-3,Stand: 4A2-3
ОТЗВУК,RESPONSE,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 3A1-2,Stand: 3A1-2
"ОТК, ООО","OTK, OOO",Обнинск,Россия,Obninsk,Russia,Стенд: 1F4-4,Stand: 1F4-4
ПАО АНПП «ТЕМП-АВИА»,"PJSC ANPP ""TEMP-AVIA""",Арзамас,Россия,Arzamas,Russia,Стенд: Демоцентр,Stand: Democenter
ПАО МедиаЦентр,PJSC Media Center,,Россия,,Russia,,
ПАРАМЕРУС ООО,PARAMERUS LLC,Курск,Россия,Kursk,Russia,Стенд: 2B8-10,Stand: 2B8-10
"ПАРИЖСКАЯ КОММУНА, МОФ, ЗАО","PARIS COMMUNE, MOF, CJSC",Москва,Россия,Moscow,Russia,Стенд: 5E1-21,Stand: 5E1-21
"Пеленг, ОАО","Peleng, OAO",Минск,Беларусь,Minsk,Belarus,Стенд: 2D2-1,Stand: 2D2-1
"Первое Маршрутное Телевидение, ООО","First Route Television, LLC",Челябинск,Россия,Chelyabinsk,Russia,Стенд: 5E3-2,Stand: 5E3-2
Передовая текстильщица,Advanced textile worker,Королев,Россия,Korolev,Russia,Стенд: 2B3-3,Stand: 2B3-3
"Перехватчик, ООО","Interceptor, OOO",Брянск,Россия,Bryansk,Russia,Стенд: 3B8-3,Stand: 3B8-3
Пермский завод «Машиностроитель»,"Perm plant ""Mashinostroitel""",Пермь,Россия,Perm,Russia,Стенд: Демоцентр,Stand: Democenter
Петрозаводский государственный университет,Petrozavodsk State University,Петрозаводск,Россия,Petrozavodsk,Russia,Стенд: 4E5-6,Stand: 4E5-6
"ПК ""Композит"", ООО","PK ""Composite"", LLC",Новосибирск,Россия,Novosibirsk,Russia,Стенд: 4A3-5,Stand: 4A3-5
"ПК «Сибирский Проект», ООО","PK Siberian Project, LLC",,Россия,,Russia,Стенд: 3E3-4,Stand: 3E3-4
ПК Аквариус,PC Aquarius,,Россия,,Russia,Стенд: 1B8-3,Stand: 1B8-3
"ПКБ«РИО», АО","Design Bureau ""RIO"", JSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,"Стенд: 1,00E+08",Stand: 1.00E+08
ПЛАЗ,PLAZ,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 3B2-2,Stand: 3B2-2
"Пластик-Строймаркет, ООО","Plastik-Stroymarket, OOO",Тверь,Россия,Tver,Russia,Стенд: 3B6-1,Stand: 3B6-1
"ПО «Стрела», АО","PO ""Strela"", JSC",Оренбург,Россия,Orenburg,Russia,Стенд: Демоцентр,Stand: Democenter
